num_girls	group_size	possible_to_solve	num_days	num_possible_solutions	num_actual_solutions	total_solve_time	solution_num	day_num	group_num	group	named_group
2	2	True	1	1	1	0.002000093460083008	1.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
3	2	False	0	0	0						
3	3	True	1	1	1	0.002015352249145508	1.0	1.0	1.0	('A', 'B', 'C')	('Abigail', 'Belle', 'Crystal')
4	2	True	3	1	1	0.002997875213623047	1.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
4	2	True	3	1	1	0.002997875213623047	1.0	1.0	2.0	('C', 'D')	('Crystal', 'Delilah')
4	2	True	3	1	1	0.002997875213623047	1.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
4	2	True	3	1	1	0.002997875213623047	1.0	2.0	2.0	('B', 'D')	('Belle', 'Delilah')
4	2	True	3	1	1	0.002997875213623047	1.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
4	2	True	3	1	1	0.002997875213623047	1.0	3.0	2.0	('B', 'C')	('Belle', 'Crystal')
4	3	False	0	0	0						
4	4	True	1	1	1	0.00199580192565918	1.0	1.0	1.0	('A', 'B', 'C', 'D')	('Abigail', 'Belle', 'Crystal', 'Delilah')
5	2	False	0	0	0						
5	3	False	0	0	0						
5	4	False	0	0	0						
5	5	True	1	1	1	0.002015352249145508	1.0	1.0	1.0	('A', 'B', 'C', 'D', 'E')	('Abigail', 'Belle', 'Crystal', 'Delilah', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	1.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
